2024-10-30 00:30:31,699 - start diff evolution, bounds: [(0.5, 3), (17, 30), (0.4, 1.5), (0.4, 1.5), (4.0, 7), (4.0, 10.0)], fixed_params: {'ifa_l': 23, 'ifa_h': 5.5, 'ifa_fp': 5, 'ifa_w1': 1, 'ifa_w2': 1.0, 'ifa_wf': 1}
2024-10-30 01:23:04,228 - total seconds: 199.40, ifa_l: 23.401, ifa_h: 5.487, ifa_fp: 5.744, ifa_w1: 2.554, ifa_w2: 0.879, ifa_wf: 1.018, S11 at cf: -8.6115, Imp: 24.5R -11.6z, Res f: 2.486 GHz, S11 at res: -8.894, BW1: 2.36 GHz, BW2: 2.65 GHz, BW = 288.0 MHz - id a60a13edd8e2
2024-10-30 01:23:40,514 - total seconds: 227.98, ifa_l: 21.451, ifa_h: 5.392, ifa_fp: 4.188, ifa_w1: 2.801, ifa_w2: 1.236, ifa_wf: 0.853, S11 at cf: -14.0216, Imp: 35.9R -9.9z, Res f: 2.454 GHz, S11 at res: -14.034, BW1: 2.32 GHz, BW2: 2.64 GHz, BW = 316.0 MHz - id 059853d90979
2024-10-30 01:25:09,052 - total seconds: 168.61, ifa_l: 20.260, ifa_h: 4.036, ifa_fp: 5.060, ifa_w1: 1.589, ifa_w2: 1.278, ifa_wf: 0.599, S11 at cf: -3.9083, Imp: 39.4R -72.7z, Res f: 2.690 GHz, S11 at res: -8.587, BW1: 2.54 GHz, BW2: 2.92 GHz, BW = 380.0 MHz - id 16cb4af022d8
2024-10-30 01:25:39,769 - total seconds: 155.54, ifa_l: 17.155, ifa_h: 8.615, ifa_fp: 4.563, ifa_w1: 1.522, ifa_w2: 0.751, ifa_wf: 1.211, S11 at cf: -4.3514, Imp: 80.3R -91.7z, Res f: 2.746 GHz, S11 at res: -11.284, BW1: 2.52 GHz, BW2: 3.37 GHz, BW = 852.0 MHz - id 5a620c058f83
2024-10-30 01:27:25,921 - total seconds: 225.41, ifa_l: 22.220, ifa_h: 7.229, ifa_fp: 4.548, ifa_w1: 2.752, ifa_w2: 0.883, ifa_wf: 1.160, S11 at cf: -27.8588, Imp: 46.1R 0.5z, Res f: 2.446 GHz, S11 at res: -28.491, BW1: 2.29 GHz, BW2: 2.68 GHz, BW = 392.0 MHz - id 2aa113f8a197
2024-10-30 01:28:15,869 - total seconds: 186.82, ifa_l: 21.370, ifa_h: 5.803, ifa_fp: 5.822, ifa_w1: 1.371, ifa_w2: 0.835, ifa_wf: 0.703, S11 at cf: -5.6424, Imp: 44.4R -57.4z, Res f: 2.670 GHz, S11 at res: -19.490, BW1: 2.46 GHz, BW2: 3.05 GHz, BW = 588.0 MHz - id ed6d9d893205
2024-10-30 01:28:52,056 - total seconds: 192.29, ifa_l: 20.634, ifa_h: 6.615, ifa_fp: 4.497, ifa_w1: 1.993, ifa_w2: 1.064, ifa_wf: 0.773, S11 at cf: -14.3217, Imp: 54.8R -19.9z, Res f: 2.514 GHz, S11 at res: -35.863, BW1: 2.35 GHz, BW2: 2.77 GHz, BW = 424.0 MHz - id 97cce4ea6a73
2024-10-30 01:30:46,361 - total seconds: 200.44, ifa_l: 17.162, ifa_h: 9.559, ifa_fp: 5.013, ifa_w1: 2.776, ifa_w2: 1.099, ifa_wf: 1.117, S11 at cf: -4.8483, Imp: 118.4R -82.8z, Res f: 2.670 GHz, S11 at res: -8.425, BW1: 2.51 GHz, BW2: 2.93 GHz, BW = 424.0 MHz - id a17bb7b470d3
2024-10-30 01:31:36,498 - total seconds: 164.44, ifa_l: 19.058, ifa_h: 4.351, ifa_fp: 4.808, ifa_w1: 2.380, ifa_w2: 1.002, ifa_wf: 0.998, S11 at cf: -2.3971, Imp: 136.5R -172.0z, Res f: 2.854 GHz, S11 at res: -14.299, BW1: 2.62 GHz, BW2: 3.29 GHz, BW = 664.0 MHz - id b500a2d5509f
2024-10-30 01:32:55,028 - total seconds: 279.16, ifa_l: 21.671, ifa_h: 9.455, ifa_fp: 4.240, ifa_w1: 2.728, ifa_w2: 0.609, ifa_wf: 0.740, S11 at cf: -6.5748, Imp: 62.8R 58.1z, Res f: 2.314 GHz, S11 at res: -13.781, BW1: 2.20 GHz, BW2: 2.47 GHz, BW = 272.0 MHz - id cfd272a91c8b
2024-10-30 01:34:42,899 - total seconds: 236.54, ifa_l: 25.481, ifa_h: 5.894, ifa_fp: 5.048, ifa_w1: 0.841, ifa_w2: 1.062, ifa_wf: 0.782, S11 at cf: -2.7552, Imp: 13.2R 40.4z, Res f: 2.222 GHz, S11 at res: -4.968, BW1: -0.00 GHz, BW2: -0.00 GHz, BW = -0.0 MHz - id 6bfea5db9f5c
2024-10-30 01:34:45,207 - total seconds: 188.71, ifa_l: 23.140, ifa_h: 4.409, ifa_fp: 6.515, ifa_w1: 1.175, ifa_w2: 1.445, ifa_wf: 0.602, S11 at cf: -4.4588, Imp: 14.0R -16.3z, Res f: 2.534 GHz, S11 at res: -4.780, BW1: -0.00 GHz, BW2: -0.00 GHz, BW = -0.0 MHz - id 3798c38f2133
2024-10-30 01:35:42,676 - total seconds: 167.65, ifa_l: 18.302, ifa_h: 6.172, ifa_fp: 4.619, ifa_w1: 1.796, ifa_w2: 0.640, ifa_wf: 0.741, S11 at cf: -3.2913, Imp: 94.0R -121.0z, Res f: 2.778 GHz, S11 at res: -21.612, BW1: 2.56 GHz, BW2: 3.23 GHz, BW = 676.0 MHz - id 9dfb1718b714
2024-10-30 01:37:46,964 - total seconds: 184.07, ifa_l: 24.953, ifa_h: 4.397, ifa_fp: 4.972, ifa_w1: 1.576, ifa_w2: 1.082, ifa_wf: 0.877, S11 at cf: -3.0931, Imp: 9.5R 14.0z, Res f: 2.314 GHz, S11 at res: -3.769, BW1: -0.00 GHz, BW2: -0.00 GHz, BW = -0.0 MHz - id aa164500612d
2024-10-30 01:39:20,938 - total seconds: 275.73, ifa_l: 25.329, ifa_h: 7.489, ifa_fp: 5.152, ifa_w1: 2.029, ifa_w2: 0.582, ifa_wf: 0.453, S11 at cf: -1.7729, Imp: 21.0R 86.4z, Res f: 2.150 GHz, S11 at res: -11.827, BW1: 2.07 GHz, BW2: 2.25 GHz, BW = 172.0 MHz - id ce6700155c10
2024-10-30 01:41:39,202 - total seconds: 138.26, ifa_l: 18.601, ifa_h: 5.252, ifa_fp: 6.022, ifa_w1: 1.703, ifa_w2: 0.475, ifa_wf: 1.075, S11 at cf: -1.3464, Imp: 72.7R -198.7z, Res f: 3.358 GHz, S11 at res: -21.174, BW1: 2.83 GHz, BW2: -0.00 GHz, BW = -2826.0 MHz - id 2429392b0bfd
